order_id,order_date,customer_id,customer_name,gender,age,signup_date,last_order_date,city,product_id,product_name,brand,category,price,quantity,payment_mode,order_status,return_date,return_reason
698,2025-08-22,CUST1481,Meera Sharma,Male,41.0,2024-08-26,2025-03-20,Delhi,PROD0205,HP Product 13,Sony,Electronics,49916.65,2.0,COD,Returned,2025-03-25,Defective
699,2025-04-10,CUST0078,Vikram Iyer,Male,51.0,2025-05-05,2025-06-11,Delhi,PROD0556,Sony Product 32,Samsung,Clothing,48810.61,6.0,COD,Returned,2025-07-11,
700,2025-12-22,CUST0278,Anjali Gupta,Male,31.0,2024-06-18,2025-01-12,Pune,PROD0180,Mi Product 96,HP,Electronics,61273.03,5.0,UPI,Pending,2025-02-20,Wrong Item
701,2025-01-19,CUST1798,Sneha Menon,Female,34.0,2024-08-23,2025-06-04,Coimbatore,PROD0565,Samsung Product 92,Levis,Home,7066.02,7.0,Card,Returned,2025-03-10,Size Issue
702,2025-01-11,CUST0143,Karthik Kumar,Male,19.0,2024-12-09,2026-01-22,Kochi,PROD0378,Samsung Product 31,OnePlus,Books,55620.15,5.0,Card,Delivered,2025-10-20,
703,2025-11-24,CUST1173,Meera Singh,Male,34.0,2025-02-22,2026-02-26,Pune,PROD0840,Levis Product 69,Samsung,Footwear,69680.47,3.0,UPI,Pending,2025-04-29,Size Issue
704,2025-01-14,CUST2826,Ravi Singh,Female,18.0,2025-05-30,2025-04-29,Mumbai,PROD0238,HP Product 73,OnePlus,Electronics,40150.6,1.0,COD,Cancelled,2025-05-25,
705,2025-09-14,CUST0871,Karthik Iyer,Female,38.0,2025-10-29,2026-02-01,Hyderabad,PROD0866,Samsung Product 34,Samsung,Home,28790.44,6.0,COD,Cancelled,2025-05-01,
706,2025-05-12,CUST2898,Deepa Nair,Female,37.0,2024-12-14,2025-01-19,Pune,PROD0642,Apple Product 78,Levis,Home,9545.41,2.0,COD,Pending,2025-09-19,Defective
707,2026-01-18,CUST2568,Amit Menon,Female,38.0,2025-04-05,2025-08-16,Bangalore,PROD0522,HP Product 36,Dell,,61079.5,8.0,UPI,Cancelled,2025-10-19,Size Issue
708,2025-12-28,CUST4556,Karthik Rao,Female,22.0,2025-02-08,2025-01-14,Chennai,PROD0752,Samsung Product 28,Samsung,Clothing,33109.9,5.0,Card,Cancelled,2025-12-08,Size Issue
709,2025-06-16,CUST3092,Karthik Kumar,Male,18.0,2025-01-02,2025-12-09,Chennai,PROD0135,Apple Product 22,Levis,Home,21947.04,6.0,UPI,Cancelled,2025-10-21,
710,2025-09-03,CUST4182,Priya Rao,Female,40.0,2025-12-08,2025-11-26,Kochi,PROD0375,Levis Product 77,Mi,Books,3549.58,6.0,,Cancelled,2025-05-25,Wrong Item
711,2025-02-20,CUST0070,Priya Gupta,Male,26.0,2024-07-27,2026-01-17,Kochi,PROD0039,Mi Product 80,Nike,Books,36520.61,2.0,COD,Pending,2025-08-08,Wrong Item
712,2025-11-09,CUST0756,Vikram Reddy,Male,34.0,2025-05-18,2025-10-31,Mumbai,PROD0298,Adidas Product 47,HP,Electronics,15024.39,9.0,COD,Cancelled,2025-06-29,
713,2025-01-25,CUST4939,Sneha Nair,Female,34.0,2024-07-27,2025-06-29,Madurai,PROD0232,Sony Product 77,Adidas,Electronics,62645.23,7.0,Card,Pending,2025-08-20,Quality Issue
714,2025-10-16,CUST4626,Vikram Menon,Female,32.0,2025-01-15,2025-08-14,Delhi,PROD0596,Levis Product 41,Sony,Home,33956.35,2.0,UPI,Cancelled,2025-09-03,
715,2025-03-13,CUST3965,Amit Gupta,Female,19.0,2025-11-24,2025-06-21,Mumbai,PROD0309,Dell Product 99,Levis,Home,7912.35,4.0,Card,Returned,2025-06-26,Size Issue
716,2025-05-19,CUST0194,Amit Rao,Female,45.0,2024-12-03,2025-08-06,Hyderabad,PROD0164,HP Product 4,Dell,Electronics,38988.76,8.0,UPI,Returned,2025-03-30,
717,2025-08-17,CUST4958,Anjali Iyer,Female,41.0,2025-03-02,2025-10-06,Bangalore,PROD0251,Dell Product 74,Sony,Electronics,21502.92,1.0,COD,Pending,2025-05-20,Quality Issue
718,2025-10-07,CUST0546,Priya Patel,Female,18.0,2025-11-12,2025-02-26,Bangalore,PROD0112,OnePlus Product 94,Mi,Books,45972.04,6.0,UPI,Cancelled,2025-01-13,
719,2025-04-14,CUST2939,Sneha Menon,Female,21.0,2025-02-05,2025-09-12,Puducherry,PROD0588,HP Product 33,Sony,Home,68014.4,2.0,Card,Cancelled,2025-03-18,Quality Issue
720,2025-09-15,CUST4378,Rahul Iyer,Female,25.0,2024-08-27,2025-07-23,Chennai,PROD0016,HP Product 98,Levis,Clothing,3123.53,9.0,COD,Cancelled,2025-02-01,Wrong Item
721,2025-11-26,CUST2893,Rahul Kumar,Male,33.0,2024-11-16,2025-06-30,Puducherry,PROD0366,Nike Product 5,Nike,Books,23572.03,8.0,Card,Cancelled,2025-05-07,Defective
722,2025-09-20,CUST2972,Karthik Rao,Female,20.0,2025-07-21,2025-12-21,Mumbai,PROD0255,Levis Product 86,Levis,Electronics,47098.12,4.0,UPI,Returned,2025-12-07,
723,2025-04-18,CUST4122,Deepa Gupta,Male,20.0,2025-07-26,2025-05-31,Delhi,PROD0221,HP Product 80,HP,Books,34045.62,1.0,COD,Pending,2025-08-07,
724,2026-02-28,CUST2509,Anjali Sharma,Female,27.0,2024-10-22,2025-07-08,Chennai,PROD0255,OnePlus Product 70,HP,Clothing,32200.17,5.0,COD,Returned,2025-12-28,
725,2025-12-23,CUST0256,Amit Sharma,Female,31.0,2025-05-19,2025-08-08,Madurai,PROD0521,Dell Product 67,Apple,Books,40608.05,6.0,Card,Cancelled,2025-09-01,Defective
726,2025-07-01,CUST4380,Karthik Rao,Male,27.0,2025-04-08,2025-04-09,Madurai,PROD0197,Mi Product 87,HP,Books,73283.93,2.0,Card,Cancelled,2025-11-29,Wrong Item
727,2025-02-27,CUST2638,Priya Iyer,Male,26.0,2024-08-14,2025-02-11,Kochi,PROD0422,Nike Product 41,OnePlus,Electronics,21029.72,1.0,Card,Returned,2025-03-12,Wrong Item
728,2025-02-25,CUST1224,Meera Nair,Male,18.0,2024-09-09,2025-09-13,Pune,PROD0307,HP Product 55,Samsung,Home,15757.78,9.0,Card,Cancelled,2025-05-23,
729,2025-03-24,CUST4278,Deepa Sharma,Female,31.0,2025-04-03,2025-01-10,Puducherry,PROD0396,Mi Product 98,HP,Footwear,71614.26,2.0,COD,Cancelled,2025-12-02,Defective
730,2025-10-19,CUST4311,Rahul Nair,Male,33.0,2025-07-25,2025-04-11,Coimbatore,PROD0963,Samsung Product 47,OnePlus,Footwear,48208.37,5.0,UPI,Cancelled,2025-05-26,Size Issue
731,2025-05-01,CUST4087,Deepa Rao,Male,35.0,2025-01-12,2025-04-15,Puducherry,PROD0974,OnePlus Product 48,Samsung,Footwear,29834.76,9.0,UPI,Pending,2025-09-12,Size Issue
732,2025-07-26,CUST3100,Karthik Iyer,Male,49.0,2025-05-02,2025-03-17,Kochi,PROD0628,Samsung Product 78,HP,Home,22844.74,1.0,UPI,Delivered,2025-06-16,Wrong Item
733,2025-09-08,CUST4952,Deepa Singh,Male,24.0,2024-11-17,2025-09-03,Coimbatore,PROD0935,Apple Product 41,Mi,Books,1741.21,6.0,Card,Delivered,2026-02-11,Quality Issue
734,2025-05-30,CUST3204,Deepa Nair,Male,35.0,2025-08-07,2025-02-28,Coimbatore,PROD0969,Mi Product 21,OnePlus,Footwear,44104.61,7.0,COD,Pending,2026-01-21,Size Issue
735,2026-01-02,CUST2608,Priya Nair,Female,32.0,2024-07-21,2025-10-26,Kochi,PROD0610,Apple Product 12,Sony,Books,64334.23,1.0,COD,Cancelled,2026-01-15,Defective
736,2025-03-21,CUST3439,Sneha Rao,Male,46.0,2025-09-04,2026-02-03,Pune,PROD0539,Apple Product 1,Levis,Electronics,34538.16,4.0,COD,Pending,2025-07-14,
737,2025-08-30,CUST0588,Karthik Iyer,Male,27.0,2025-04-07,2025-11-08,Delhi,PROD0708,Adidas Product 99,Samsung,Books,65892.33,7.0,UPI,Delivered,2025-09-03,Defective
738,2025-03-25,CUST4303,Deepa Kumar,Female,34.0,2024-10-29,2025-06-05,Delhi,PROD0528,Sony Product 57,Nike,Clothing,38689.84,1.0,COD,Returned,2025-02-06,Size Issue
739,2026-02-06,CUST4158,Vikram Singh,Male,28.0,2025-07-25,2025-12-22,Bangalore,PROD0468,Levis Product 52,Mi,Footwear,58613.58,7.0,COD,Pending,2025-09-06,Defective
740,2025-04-27,CUST0580,Karthik Patel,Male,40.0,2025-10-20,2025-02-03,Hyderabad,PROD0706,Sony Product 14,Levis,Books,26055.49,9.0,Card,Returned,2025-08-19,Defective
741,2025-12-24,CUST1468,Vikram Rao,Male,31.0,2024-10-06,2025-06-28,Pune,PROD0405,Sony Product 30,Levis,Electronics,7703.74,1.0,COD,Returned,2025-08-19,
742,2025-03-19,CUST0085,Ravi Kumar,Female,42.0,2024-06-30,2025-08-01,Hyderabad,PROD0049,Nike Product 93,Sony,Books,2127.58,5.0,Card,Delivered,2025-02-27,Quality Issue
743,2025-10-23,CUST2195,Amit Rao,Male,31.0,2025-09-27,2025-11-02,Hyderabad,PROD0673,Nike Product 86,Samsung,Home,8839.13,8.0,UPI,Delivered,2025-04-07,Defective
744,2025-08-09,CUST3627,Deepa Patel,Male,21.0,2025-06-13,2025-04-18,Delhi,PROD0266,Mi Product 39,Samsung,Footwear,38469.41,9.0,COD,Cancelled,2026-01-20,Wrong Item
745,2025-04-02,CUST4223,Deepa Nair,Male,31.0,2024-08-19,2025-11-08,Puducherry,PROD0238,HP Product 74,Mi,Books,38417.45,4.0,COD,Returned,2025-07-01,Size Issue
746,2025-01-25,CUST0156,Sneha Gupta,Female,47.0,2025-10-30,2025-04-30,Bangalore,PROD0789,HP Product 63,Dell,Electronics,43697.3,6.0,Card,Returned,2025-02-26,Quality Issue
747,2025-07-12,CUST1411,Priya Rao,Male,25.0,2025-07-31,2025-10-04,Madurai,PROD0227,Dell Product 29,Levis,Electronics,6651.63,3.0,Card,Returned,2025-06-02,Size Issue
748,2025-05-07,CUST4333,Rahul Menon,Female,18.0,2024-07-25,2025-06-21,Chennai,PROD0109,Adidas Product 29,OnePlus,Footwear,65291.26,8.0,UPI,Returned,2026-01-03,Size Issue
749,2025-03-28,CUST2249,Meera Iyer,Female,30.0,2025-10-22,2025-11-18,Bangalore,PROD0275,Dell Product 2,Dell,Footwear,71153.53,7.0,UPI,Cancelled,,Defective
750,2025-04-28,CUST0703,Amit Gupta,Male,36.0,2025-12-06,2025-02-11,Chennai,PROD0315,OnePlus Product 93,Samsung,Books,40546.74,1.0,COD,Pending,2025-10-10,Defective
751,2025-04-10,CUST1553,Sneha Menon,Male,29.0,2025-07-28,2026-01-08,Coimbatore,PROD0758,Adidas Product 22,Samsung,Books,40597.4,1.0,UPI,Returned,2025-02-08,
752,2025-02-05,CUST4525,Priya Menon,Male,18.0,2025-06-23,2026-02-13,Kochi,PROD0709,Levis Product 7,Mi,Home,4801.71,4.0,COD,Cancelled,2025-08-04,Size Issue
753,2025-06-01,CUST4110,Amit Kumar,Female,31.0,2024-10-24,2025-02-26,Mumbai,PROD0723,Mi Product 96,HP,Footwear,46044.95,1.0,COD,Delivered,2025-10-13,Defective
754,2025-12-10,CUST3787,Amit Gupta,Male,31.0,2025-03-06,2025-07-28,Mumbai,PROD0641,Samsung Product 32,Nike,Clothing,26348.44,9.0,UPI,Cancelled,2025-09-28,Defective
755,2026-02-23,CUST1750,Meera Gupta,Female,31.0,2024-12-28,2025-12-31,Chennai,PROD0076,Nike Product 17,Apple,Books,53059.01,5.0,COD,Pending,2025-04-19,Size Issue
756,2025-05-09,CUST1546,Rahul Gupta,Male,30.0,2024-07-17,2026-01-14,Delhi,PROD0827,HP Product 51,OnePlus,Clothing,14312.96,7.0,Card,Pending,2026-01-15,Quality Issue
757,2026-02-20,CUST0679,Ravi Nair,Female,44.0,2024-08-21,2025-03-13,Pune,PROD0822,Apple Product 39,Levis,Electronics,69474.14,2.0,COD,Cancelled,2025-11-23,Wrong Item
758,2026-02-24,CUST1426,Meera Nair,Male,32.0,2025-10-21,2025-02-07,Chennai,PROD0955,Dell Product 33,HP,Footwear,29888.71,9.0,COD,Delivered,2025-07-19,
759,2025-01-04,CUST3540,Meera Sharma,Female,24.0,2025-07-14,2026-02-16,Chennai,PROD0204,OnePlus Product 88,Nike,Footwear,12467.2,6.0,UPI,Cancelled,2025-06-08,Wrong Item
760,2025-10-06,CUST4912,Sneha Gupta,Male,20.0,2025-07-09,2026-01-16,Chennai,PROD0678,Sony Product 86,HP,Footwear,8427.68,8.0,COD,Pending,2025-08-05,Quality Issue
761,2025-05-20,CUST4274,Vikram Reddy,Female,18.0,2025-05-24,2026-01-15,Delhi,PROD0908,OnePlus Product 100,Samsung,Footwear,38799.1,2.0,Card,Delivered,2025-03-15,
762,2025-04-18,CUST2065,Vikram Menon,Female,21.0,2024-12-13,2025-11-23,Hyderabad,PROD0318,HP Product 39,Dell,Clothing,701.76,3.0,Card,Delivered,2025-09-09,Wrong Item
763,2025-06-11,CUST0710,Vikram Menon,Male,31.0,2025-10-11,2025-02-14,Chennai,PROD0314,Sony Product 40,Apple,Home,21230.94,2.0,COD,Delivered,2025-02-13,Defective
764,2025-09-28,CUST1102,Rahul Reddy,Male,18.0,2025-04-22,2025-06-27,Coimbatore,PROD0357,Mi Product 36,Nike,Footwear,34794.51,3.0,COD,Pending,2025-01-03,Quality Issue
765,2026-01-11,CUST3906,Anjali Gupta,Male,44.0,2024-06-04,2025-05-18,Kochi,PROD0231,Sony Product 95,Nike,Home,53794.63,4.0,UPI,Cancelled,2025-05-14,Defective
766,2025-07-30,CUST0325,Ravi Reddy,Female,18.0,2025-03-04,2025-01-24,Hyderabad,PROD0486,Mi Product 85,Apple,Clothing,73246.01,3.0,Card,Pending,2025-09-16,Size Issue
767,2025-06-25,CUST0310,Ravi Iyer,Male,18.0,2025-09-22,2025-02-25,Chennai,PROD0620,Dell Product 5,Nike,Footwear,32701.21,4.0,Card,Delivered,2025-10-29,Quality Issue
768,2025-11-30,CUST1165,Deepa Patel,Female,27.0,2025-02-17,2025-09-30,Bangalore,PROD0420,Dell Product 82,Adidas,Books,23806.15,3.0,Card,Returned,2025-12-03,Size Issue
769,2025-06-20,CUST4091,Sneha Patel,Female,18.0,2025-09-17,2025-01-22,Pune,PROD0367,Apple Product 71,Apple,Home,10710.43,3.0,COD,Cancelled,2025-08-15,Quality Issue
770,2026-01-31,CUST0728,Karthik Sharma,Male,23.0,2024-08-23,2025-04-13,Mumbai,PROD0551,Adidas Product 86,HP,Footwear,4416.79,9.0,Card,Pending,2025-06-30,Size Issue
771,2025-12-19,CUST3958,Amit Patel,Male,43.0,2025-05-02,2025-05-08,Mumbai,PROD0173,OnePlus Product 20,Dell,Footwear,654.7,8.0,COD,Pending,2025-01-05,Quality Issue
772,2025-08-06,CUST0523,Anjali Gupta,Male,57.0,2024-09-25,2025-07-03,Coimbatore,PROD0906,Nike Product 1,Sony,Books,47563.32,2.0,UPI,Delivered,2025-03-08,Quality Issue
773,2025-10-24,CUST2495,Rahul Singh,Male,18.0,2025-07-21,2025-01-20,Pune,PROD0441,Levis Product 61,Sony,Electronics,4427.62,9.0,UPI,Pending,2026-01-31,Wrong Item
774,2025-07-18,CUST1575,Vikram Kumar,Male,31.0,2025-12-09,2026-01-30,Madurai,PROD0326,Mi Product 64,Dell,Electronics,53217.73,6.0,Card,Delivered,2025-06-15,Defective
775,2025-03-30,CUST3407,Priya Patel,Male,38.0,2025-06-04,2025-12-15,Madurai,PROD0584,Mi Product 73,HP,Books,43512.83,4.0,UPI,Cancelled,2025-10-16,Defective
776,2025-10-05,CUST2181,Deepa Iyer,Female,39.0,2024-11-13,2026-01-09,Bangalore,PROD0373,OnePlus Product 90,Nike,Electronics,65030.69,3.0,Card,Pending,2025-11-16,Defective
777,2025-06-25,CUST0082,Meera Sharma,Male,21.0,2024-08-26,2025-08-13,Delhi,PROD0016,Adidas Product 37,Apple,,8271.33,3.0,UPI,Returned,2025-04-08,Quality Issue
778,2025-06-05,CUST2398,Vikram Sharma,Male,33.0,2025-09-07,2025-11-11,Puducherry,PROD0837,Sony Product 5,Nike,Clothing,48891.92,5.0,UPI,Cancelled,2025-08-19,Defective
779,2025-12-13,CUST3934,Meera Reddy,Female,36.0,2025-04-10,2026-02-15,Madurai,PROD0922,Apple Product 23,Samsung,Clothing,19682.2,5.0,Card,Pending,2025-07-06,
780,2025-02-07,CUST2501,Meera Reddy,Female,43.0,2025-09-14,2025-08-14,Delhi,PROD0565,Levis Product 38,Levis,Electronics,62705.55,3.0,COD,Cancelled,2026-01-28,Wrong Item
781,2026-01-17,CUST4125,Anjali Singh,Female,30.0,2025-06-07,2025-01-11,Kochi,PROD0097,Nike Product 7,Mi,Books,74865.89,1.0,COD,Pending,2025-01-21,Defective
782,2025-02-08,CUST1126,Meera Rao,Male,20.0,2024-07-16,2025-03-07,Hyderabad,PROD0603,Mi Product 45,HP,Home,7337.43,2.0,Card,Delivered,2025-05-03,Wrong Item
783,2025-06-08,CUST3484,Priya Patel,Male,23.0,2025-03-08,2025-02-12,Hyderabad,PROD0486,Samsung Product 27,Adidas,Home,44333.24,3.0,Card,Pending,2026-01-21,Defective
784,2025-07-29,CUST4222,Karthik Sharma,Male,35.0,2025-10-05,2025-03-10,Delhi,PROD0777,Sony Product 51,Samsung,Books,32303.66,6.0,Card,Returned,2025-07-08,Size Issue
785,2025-11-22,CUST3056,Sneha Gupta,Female,39.0,2025-06-22,2026-01-24,Puducherry,PROD0218,Adidas Product 92,Mi,Home,51347.12,6.0,COD,Pending,2025-09-12,
786,2025-08-24,CUST1608,Karthik Iyer,Male,30.0,2025-02-16,2025-09-11,Coimbatore,PROD0271,Levis Product 9,Nike,Footwear,49335.49,1.0,COD,Pending,2025-05-24,
787,2025-12-17,CUST0525,Vikram Nair,Male,42.0,2024-12-25,2025-11-07,Mumbai,PROD0747,Dell Product 67,OnePlus,Electronics,6234.2,6.0,Card,Delivered,2025-06-04,Wrong Item
788,2025-06-15,CUST3162,Anjali Sharma,Male,35.0,2025-05-24,2025-06-23,Puducherry,PROD0217,HP Product 19,OnePlus,Footwear,65845.47,8.0,COD,Delivered,2025-04-07,Size Issue
789,2025-01-21,CUST0200,Rahul Singh,Male,18.0,2025-06-06,2025-12-07,Mumbai,PROD0448,Mi Product 38,OnePlus,Electronics,54194.02,8.0,COD,Pending,2025-02-27,Quality Issue
790,2025-10-29,CUST2079,Karthik Singh,Female,34.0,2025-10-11,2025-09-06,Coimbatore,PROD0605,Adidas Product 42,HP,Books,41212.49,6.0,UPI,Cancelled,2025-03-21,Size Issue
791,2025-02-06,CUST0839,Anjali Patel,Male,30.0,2025-07-12,2025-08-20,Madurai,PROD0093,Sony Product 50,Mi,Footwear,1803.62,6.0,Card,Cancelled,2025-06-08,Defective
792,2025-01-14,CUST4469,Priya Patel,Male,35.0,2025-01-11,2025-03-14,Bangalore,PROD0249,Mi Product 54,OnePlus,Electronics,44927.81,8.0,UPI,Cancelled,2025-03-31,
793,2025-08-08,CUST2888,Meera Singh,Male,18.0,2025-01-07,2026-01-24,Chennai,PROD0554,Dell Product 23,Adidas,Footwear,15838.21,4.0,Card,Pending,2025-12-27,Size Issue
794,2025-10-10,CUST1082,Deepa Singh,Female,28.0,2025-11-19,2025-03-14,Puducherry,PROD0885,Nike Product 26,Levis,Electronics,46671.22,7.0,COD,Pending,2025-11-26,Size Issue
795,2025-05-05,CUST0067,Deepa Iyer,Female,18.0,2024-06-06,2025-05-05,Coimbatore,PROD0314,OnePlus Product 90,HP,Clothing,46562.23,2.0,UPI,Cancelled,2025-11-10,Wrong Item
796,2025-03-23,CUST3671,Amit Reddy,Male,34.0,2024-06-02,2025-07-23,Chennai,PROD0662,OnePlus Product 18,Sony,Clothing,56190.29,7.0,UPI,Cancelled,2025-01-24,
797,2025-07-28,CUST4724,Karthik Gupta,Male,41.0,2025-09-21,2025-04-15,Delhi,PROD0495,Dell Product 6,Samsung,Footwear,59275.06,7.0,UPI,Cancelled,2025-11-27,
798,2025-08-04,CUST1837,Ravi Kumar,Male,18.0,2025-08-23,2025-01-24,Chennai,PROD0511,Dell Product 13,,Footwear,69125.22,8.0,Card,Cancelled,2025-01-28,
799,2025-02-28,CUST2001,Karthik Singh,Male,25.0,2025-01-29,2025-07-26,Kochi,PROD0912,HP Product 40,Dell,Electronics,43257.72,2.0,COD,Returned,2025-09-24,Size Issue
800,2025-07-12,CUST1754,Rahul Reddy,Female,26.0,2024-09-23,2025-03-09,Delhi,PROD0299,Samsung Product 77,Dell,Clothing,69637.06,2.0,Card,Cancelled,2025-04-13,Defective
801,2025-07-23,CUST2097,Amit Iyer,Male,30.0,2025-11-20,2025-06-10,Kochi,PROD0869,OnePlus Product 99,Samsung,Books,71073.85,2.0,COD,Pending,2026-01-18,Size Issue
802,2026-02-20,CUST1668,Sneha Sharma,Male,45.0,2025-03-03,2025-04-27,Puducherry,PROD0676,Dell Product 91,,Clothing,14671.98,1.0,UPI,Delivered,2025-07-07,Wrong Item
803,2025-11-06,CUST2084,Vikram Gupta,Male,26.0,2025-08-13,,Mumbai,PROD0729,OnePlus Product 22,OnePlus,Electronics,38851.43,3.0,Card,Returned,2025-03-06,Size Issue
804,2025-11-21,CUST4403,Sneha Menon,Female,23.0,2025-11-16,2025-08-04,Coimbatore,PROD0619,Samsung Product 65,Samsung,Books,55156.39,5.0,Card,Delivered,2025-06-30,Defective
805,,CUST2740,Priya Gupta,Male,23.0,2024-11-28,2025-06-18,Chennai,PROD0914,Mi Product 94,Sony,Home,40527.04,5.0,UPI,Delivered,2025-04-10,Quality Issue
806,2026-01-19,CUST1583,Ravi Nair,Female,33.0,2024-07-09,2025-10-12,Kochi,PROD0822,Levis Product 32,OnePlus,Books,13328.71,1.0,COD,Pending,2025-12-02,
807,2025-02-18,CUST0101,Rahul Singh,Female,21.0,2025-10-27,2025-09-01,Mumbai,PROD0176,HP Product 48,HP,Clothing,50734.87,1.0,Card,Cancelled,2025-04-09,
808,2025-12-25,CUST2543,Amit Reddy,Female,32.0,2025-10-27,2025-08-31,Coimbatore,PROD0297,Dell Product 75,Apple,Home,58662.1,5.0,UPI,Returned,2025-03-23,Defective
809,2026-01-26,CUST0270,Rahul Iyer,Female,47.0,2024-06-12,2025-12-21,Madurai,PROD0389,Levis Product 10,Nike,Books,57278.66,1.0,UPI,Pending,2025-03-10,
810,2025-10-28,CUST0362,Priya Nair,Male,18.0,2025-08-07,2026-02-21,Mumbai,PROD0996,Mi Product 51,Sony,Electronics,5512.7,9.0,Card,Delivered,2025-03-03,
811,2026-02-13,CUST4728,Ravi Menon,Female,34.0,2024-11-04,2025-12-01,Kochi,PROD0861,OnePlus Product 72,Apple,Footwear,22816.95,2.0,COD,Pending,2025-06-21,Defective
812,2025-08-19,CUST0720,Karthik Gupta,Female,39.0,2024-08-14,2025-09-27,Bangalore,PROD0899,Sony Product 93,HP,Books,30687.19,6.0,UPI,Delivered,2025-12-28,Size Issue
813,2025-02-27,CUST4208,Rahul Singh,Male,30.0,2025-04-09,2025-07-15,Puducherry,PROD0887,Mi Product 61,Apple,Clothing,49883.05,4.0,Card,Pending,2025-10-20,Size Issue
814,2025-01-08,CUST4908,Ravi Nair,Female,36.0,2024-09-06,2025-08-24,Hyderabad,PROD0901,Apple Product 49,Dell,Footwear,10613.07,9.0,UPI,Cancelled,2025-08-22,Defective
815,2025-01-30,CUST2162,Deepa Gupta,Female,27.0,2024-12-21,2025-01-29,Coimbatore,PROD0643,Levis Product 70,Sony,Clothing,15679.78,9.0,Card,Pending,2026-02-14,Size Issue
816,2026-01-21,CUST4158,Deepa Gupta,Male,24.0,2025-10-28,2025-03-09,Mumbai,PROD0537,Samsung Product 92,Nike,Clothing,53317.84,7.0,UPI,Cancelled,2025-10-27,Wrong Item
817,2025-02-16,CUST4226,Amit Patel,Female,45.0,2025-05-18,2025-11-29,Hyderabad,PROD0622,Samsung Product 65,Sony,Home,36493.53,8.0,COD,Pending,2025-06-20,Quality Issue
818,2026-01-18,CUST2009,Anjali Gupta,Male,41.0,2024-11-09,2025-10-13,Kochi,PROD0071,Levis Product 15,Adidas,Books,10021.98,6.0,Card,Cancelled,2025-02-24,
819,2025-07-17,CUST0811,Sneha Gupta,Male,42.0,2024-12-05,2025-07-05,Bangalore,PROD0817,Mi Product 77,HP,Books,66551.36,1.0,COD,Cancelled,2025-01-11,Defective
820,2025-12-25,CUST2706,Rahul Nair,Male,36.0,2024-09-08,2025-04-14,Pune,PROD0948,Nike Product 42,Adidas,Books,1742.03,6.0,UPI,Returned,2025-06-30,Quality Issue
821,2025-09-12,CUST2429,Anjali Rao,Male,25.0,2025-11-24,2025-09-21,Delhi,PROD0610,HP Product 18,OnePlus,Home,12607.07,9.0,UPI,Delivered,2025-04-25,
822,2025-10-03,CUST4377,Deepa Rao,Male,25.0,2025-03-02,2025-09-18,Hyderabad,PROD0843,Samsung Product 70,Mi,Footwear,57295.91,8.0,COD,Pending,2025-07-30,
823,2026-01-19,CUST2461,Meera Reddy,Female,20.0,2024-11-14,2025-07-07,Madurai,PROD0169,Mi Product 17,Samsung,Electronics,11341.04,5.0,UPI,Delivered,2025-04-07,
824,2026-01-02,CUST0528,Meera Rao,Female,55.0,2025-11-20,2025-12-18,Delhi,PROD0524,Levis Product 43,Levis,Clothing,26703.15,5.0,UPI,Delivered,2025-06-26,Defective
825,2025-09-26,CUST3484,Rahul Reddy,Male,18.0,2024-06-18,2025-08-30,Coimbatore,PROD0117,Samsung Product 36,Sony,Electronics,47196.8,7.0,COD,Cancelled,2026-02-21,
826,2025-06-03,CUST1712,Deepa Patel,Female,27.0,2025-07-27,2026-01-21,Hyderabad,PROD0369,Sony Product 96,Apple,Home,65237.45,2.0,UPI,Returned,2025-06-15,Defective
827,2025-09-30,CUST1783,Meera Sharma,Male,40.0,2025-08-20,2026-02-17,Hyderabad,PROD0186,Nike Product 93,OnePlus,Books,68655.74,6.0,COD,Delivered,2025-09-03,Size Issue
828,2025-09-19,CUST1562,Anjali Gupta,Female,47.0,2024-09-07,2026-02-02,Bangalore,PROD0278,HP Product 18,Samsung,Footwear,67450.74,7.0,Card,Delivered,2025-04-14,
829,2025-08-21,CUST1418,Karthik Sharma,Female,34.0,2025-10-14,2025-07-02,Pune,PROD0251,Nike Product 75,Dell,Electronics,4284.79,4.0,COD,Cancelled,2026-01-21,Quality Issue
830,2026-02-13,CUST4877,Anjali Kumar,Female,24.0,2025-01-12,2025-02-20,Hyderabad,PROD0186,Levis Product 23,HP,Footwear,31709.81,6.0,Card,Returned,2025-05-11,Size Issue
831,2026-02-07,CUST2371,Vikram Nair,Male,20.0,2024-12-27,2025-04-13,Kochi,PROD0329,Dell Product 63,Apple,Home,13521.48,5.0,COD,Pending,2025-11-19,Quality Issue
832,2025-05-19,CUST0121,Meera Gupta,Male,42.0,2025-08-26,2025-05-09,Puducherry,PROD0091,HP Product 34,OnePlus,Electronics,862.7,2.0,UPI,Returned,2025-01-12,Wrong Item
833,2025-06-22,CUST3171,Sneha Reddy,Female,30.0,2025-07-11,2025-12-22,Bangalore,PROD0139,HP Product 71,Samsung,Home,51512.02,3.0,Card,Cancelled,2025-05-23,Defective
834,2025-11-12,CUST4447,Sneha Menon,Female,26.0,2025-12-06,2025-10-26,Pune,PROD0720,Adidas Product 58,Levis,Electronics,66014.78,3.0,UPI,Returned,2025-09-15,Size Issue
